id,code,date,customer,qty_input,qty_output,output_per_hour,lot_number,screw_config,machine_no,feed_rate,rpm,screen,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,resin_used,remarks
6757,DA5176E,29-May-25,EVEREST,890.11,879.6,93.91,4597AM-4614AM,STD,8,10,350,40/40,170,170,170,170,160,160,160,160,150,150,150,150,,LDPE HMI,
6758,YA6053E,29-May-25,EVEREST,"1,027.90",1023.52,76.29,4615AM-4635AM,STD,8,14,400,40/40,170,170,170,170,160,160,160,160,160,1060,150,150,,LDPE HMI,
6759,OA8634E,29-May-25,EASTERN (CORR),57.65,50.9,38.18,4422AM-4424AM,STD,8,100,380,40/40,170,170,170,170,170,170,160,160,160,160,150,150,,LDPE HMI,MATAGAL TUMAAS ANG DIE HEAD TEMP.
6760,GA15496E,29-May-25,PHIL-TOP (CORR),110.23,110,25.88,4550AM-4552AM,STD,1,80,400,40/40,120,140,150,150,150,150,150,150,150,140,140,,,LDPE HMI,
6761,GA16415E,29-May-25,METRO CONTAINER (CORR),45.06,44,76.29,4432AM,STD,5,100,400,40/40,120,140,150,150,150,150,150,150,150,140,140,,,LDPE HMI,
6762,MA4737E,30-May-25,EVEREST,"1,025.16",1011.46,31.36,4636AM-4676AM,STD,8,5.5,420,40/40,,180,160,160,160,1460,160,160,150,150,150,150,,LDPE HMI,OIVERFLOW ON FEEDER PORT & VENT PORT/ RPM / FEED RATE
6763,BA2688E,30-May-25,EVEREST,"1,153.47",1137.15,70.34,4553AM-4575AM,STD,5,10,400,40/40,170,170,170,170,170,160,160,160,160,150,150,,,LDPE HMI,
6764,GA17168E,30-May-25,CDC(CORR),284.29,281.75,70.44,4758AM-4763AM,STD,5,90,320,40/40,170,170,170,170,160,160,160,160,150,150,150,,,LDPE HMI,
6765,WA15123E,5-May-25,GILVAN (RE-EX),450,450,69.23,4423AM,STD,9,32,12.5,60/60,150,150,150,140,140,150,150,,,,,,,LDPE HMI,CMA-0610 TP 0650 OUTPUT 50
6766,BA12615E,30-May-25,PLEXCO,260.17,251.4,48.66,4678AM-4683AM,STD,5,6,430,40/40,170,170,170,170,160,160,160,160,160,160,150,,,LDPE HMI,
6767,RA16826E,31-May-25,SMYPC,77,75,75,4548AM-4549AM,STD,5,10,380,40/40,170,170,170,160,160,160,160,160,160,150,150,,,LDPE HMI,
6768,WA16245E,31-May-25,ALLIED,"1,025.00",1008.05,70.17,4747AM-4756AM,STD,3,11.2,28,40/40,150,130,130,140,140,150,150,,,,,,,LDPE HMI,
6769,RA4665E,31-May-25,EVEREST,"1,025.00",1009.7,70.44,45769AM-4596AM,STD,5,10,380,40/40,180,180,170,170,160,160,160,160,160,160,160,,,LDPE HMI,2200-KUMUKULAY PO ANG STRAND SA TUBIG/ UMAAPAW PO SA FEEDER PORT
6770,BA5176E,1-Jun-25,EVEREST,881.84,877.33,85.59,4816AM-4833AM,STD,8,10,350,40/40,160,160,160,160,160,150,150,150,150,150,150,150,,LDPE HMI,
6771,WA8512E,1-Jun-25,AMAZON,"4,114.36",3080,80.06,4704AM-4745AM,STD,3,9,20,40,150,140,130,130,130,150,150,,,,,,,LDPE HMI,VACUUM&VENT PORT OVEFLOW CHANGE F.RATE/ CHANGE RPM/ CHANGE SETTING/ PURGE LDPE HMI
6772,MA11346E,1-Jun-25,GILVAN,55.51,54.48,50.29,4840AM-4841AM,STD,8,7,380,40/40,170,170,160,160,150,150,150,150,150,150,160,160,,LDPE HMI,
6773,RA2508E,2-Jun-25,EVERGOOD,515.4,509,68.63,4764AM-4774AM,STD,5,14,380,60/60,180,180,170,170,160,160,160,160,160,150,150,,,LDPE HMI,
6774,TA17732E,2-Jun-25,EVERSAFE,207,202.36,69.38,4809AM-4813AM,STD,5,20,380,40/40,170,1780,170,170,170,160,160,160,160,150,150,,,LDPE HMI,
6775,VA6053E,2-Jun-25,EVEREST ( CORR),"1,023.52",1014.37,79.56,4843AM-04862AM,STD,8,10,380,40/40,175,175,165,165,165,155,155,155,155,155,145,145,,LDPE HMI,LESS 5º ACROSS SA TEMPERSTURE
6776,OA7922E,3-Jun-25,GILVAN,54.91,52.9,22.67,4807AM,STD,1,100,400,40/40,170,180,180,180,180,180,180,180,170,170,,,,HDPE HMI,
6777,GA16415E,3-Jun-25,METRO CONTAINER ( CORR),44.77,44.25,26.55,4814AM-4815AM,STD,1,85,380,40/40,120,140,150,150,150,150,150,150,140,140,,,,LDPE HMI,
6778,GA17628E,3-Jun-25,ZHONG FU,55,53.5,22.14,4746AM,STD,1,80,400,40/40,120,140,150,150,150,150,150,150,140,140,,,,LDPE HMI,
6779,BA14456E,3-Jun-25,INCON,"1,529.51",1510,69.69,4776AM-4806AM,STD,5,10,380,40/40,170,170,170,1470,170,170,160,160,160,150,150,,,LDPE HMI,
6780,GA1225E,3-Jun-25,SMYPC,"5,700.00",3600,87.48,4433AM-4546AM,STD,8,9,420,40/40,180,180,180,180,170,170,170,170,170,170,170,,,LDPE HMI,PROD.CUT 3.6 MT
6781,RA15449E,4-Jun-25,GILVAN,58.02,50.05,40.39,4872AM-4873AM,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,LDPE HMI,
6782,VA4086E,4-Jun-25,IN HOUSE,502.25,495,55.51,4684AM-4703AM,STD,5,10,250,40/40,170,170,170,170,160,160,160,160,150,150,150,,,LDPE HMI,VACUUM ON -FLAt YUNG STRAND
6783,BA4701E,4-Jun-25,INCON,313,302.84,49.78,4886AM-4897AM,STD,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,PP,
6784,UA8910E,4-Jun-25,STARKSON,551.4,544.39,24.75,4834AM-4839AM,STD,3,8.6,22,60/60,150,140,140,150,150,150,150,,,,,,,PP,
6785,WA5840E,5-Jun-25,FOSOVO DAWNTRAIL,111.35,103.99,89.13,4842AM,STD,3,30,40,60/60,150,150,150,150,150,130,130,,,,,,,LDPE HMI,VACUUM ON
6786,WA16299E,5-Jun-25,SANICON,108.95,106.05,66.98,4948AM,STD,8,20,380,40/40,170,170,170,170,170,160,160,160,160,160,150,150,,LDPE HMI,
6787,WA3827E,5-Jun-25,IN HOUSE ( RE-EXTRUDE ),41.4,40.05,60.05,4898AM,STD,8,9,300,40/40,200,200,200,180,180,180,180,180,180,180,180,180,,HDPE HMI,SHUT OFF FOR B-TIME 2100-2200
6788,YA13953E,7-Jun-25,AG CANPRINT,257.94,253.64,49.9,4874AM-4879AM,STD,3,8,22,40/40,150,130,130,140,140,130,130,,,,,,,LDPE HMI,KUMUKULAY SA TUBIG YA13953E/ CHANGE F.RATE/RPM/ OVERFLOW ON VACUUM HINDI MABILISAN MAGASPANG ANG STRAND BASA ANG PELLETS
6789,GA5520E,7-Jun-25,H&E,55.33,52.91,48.84,4899AM-4900AM,STD,5,10,300,40/40,170,170,170,170,170,170,160,160,160,150,150,,,LDPE HMI,
6790,GA4440E,7-Jun-25,ZELLER ZP5124,54.72,54,43.2,4976AM-4977AM,STD,5,9,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,LDPE HMI,HINDI TUMAAS YUNG ZONE 4 READING 120- ZONE 5 SETTING 180 / SHUT OFF UNDER MAINTENANCE
6791,MA12627E,7-Jun-25,PLEXCO,212.28,208.55,49.65,4864AM-4871AM,STD,3,7.5,36,40/40,170,150,130,130,130,140,150,,,,,,,LDPE HMI,
6792,GA4352E,7-Jun-25,ZELLER ZP123,108.58,104.17,48.08,4944AM-4947AM,STD,5,9,250,40/40,180,200,180,180,180,180,180,180,180,180,180,,,PP,
6793,YA15776E,7-Jun-25,SANICON,55.35,51.69,77.54,4942AM-4943AM,STD,3,8.6,28,40/40,150,130,130,150,150,150,150,,,,,,,LDPE HMI,
6794,WA15192E,9-Jun-25,STARKSON,"1,700.00",1677.5,79.57,4950AM-4966AM,STD,8,12,400,60/60,200,200,190,190,180,180,180,180,180,180,190,190,,PP,HINDI BUMABAGSAK/ VACUUM ON 1620 SHUT OFF
6795,WA17529E,9-Jun-25,SMYPC,57,54.49,72.65,4993AM,STD,8,12,400,40/40,170,170,170,170,160,160,160,160,150,150,150,150,,LDPE HMI,HEAT UP 0600
6796,BA15002E,9-Jun-25,MCBRIDE,35,30.4,24.32,4949am,STD,5,6,200,40/40,230,230,230,230,230,230,230,230,230,230,230,,,PET,
6797,BA17039E,9-Jun-25,ROWELL,50,48.9,48.9,4996AM-4997AM,STD,5,10,320,40/40,170,170,170,170,170,170,160,160,160,150,150,,,RUBBER,
6798,TA17732E,9-Jun-25,EVERSAFE (CORR.),102.3,100,66.67,4901AM-4902AM,STD,5,12,380,40/40,170,170,170,170,170,170,170,160,160,150,150,,,LDPE HMI,
6799,GA8613E,9-Jun-25,ZELLER,57.83,56,48,4978AM-4979AM,STD,5,15,380,40/40,180,200,180,180,180,180,180,180,180,180,180,,,PP,
6800,YA5124E,9-Jun-25,EVEREST,900,887.5,61.92,4903AM-4920AM,STD,3,8.3,24,40/40,160,160,160,150,150,150,160,,,,,,,LDPE HMI,CHANGE F.RATE/ RPM/ OVERFLOW ON VENT FEEDER FORT
6801,DA15568E,10-Jun-25,PHIL-TOP,513.87,504.19,67.98,4980AM-4990AM,STD,3,8.3,25,40/40,100,150,150,120,110,120,150,,,,,,,LDPE HMI,CHANGE RPM/F.RATE/VACUUM & VENT OVERFLOW/ CHANGE SETTING
6802,YA1110E,10-Jun-25,EVEREST,78,78.67,59,4967AM-4968AM,STD,3,8.6,28,40/40,150,140,150,150,150,150,150,,,,,,,LDPE HMI,
6803,YA13837E,10-Jun-25,GENSTAR,259.31,251.58,56.96,4880AM-4885AM,STD,3,25,38,40/40,150,130,130,140,140,150,150,,,,,,,LDPE HMI,HINDI BUMABAGSAK ANG COMPOUNDED/ KUNTI LANG ANG NILALABAS NA POWDER SA FEEDER
6804,BA9159E,10-Jun-25,EVEREST,975,964,70.54,4922AM-4941AM,STD,5,8,380,40/40,170,170,170,160,160,160,160,150,150,160,160,,,LDPE HMI,
6805,BA17042E,11-Jun-25,ROWELL,700,677,99.07,4994AM-4995AM,STD,9,24,380,60/60,,160,160,160,160,160,150,150,150,150,160,160,,RUBBER,HEAT UP 0600/ RUN 15 KG LDPE FOR BLACK SPOT/ PURGE 0700-0900
6806,BA17468E,11-Jun-25,EVERSAFE,108.9,106.72,67.4,5002AM-5004AM,STD,5,20,380,40/40,170,170,170,170,170,160,160,160,150,150,,,,LDPE HMI,
6807,BA17039E,11-Jun-25,ROWELL,125,123.3,41.1,5010AM-5014AM,STD,5,10,300,60/60,170,170,170,170,160,160,160,160,150,150,150,,,RUBBER,
6808,RA7886E,11-Jun-25,EASTERN,310.89,302.7,59.55,4969AM-4975AM,STD,5,80,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,LDPE HMI,
6809,SA11780E,11-Jun-25,SMYPC,699.71,689.41,58.67,5021AM-5034AM,STD,3,6,40,40/40,180,170,150,120,110,130,150,,,,,,,LDPE HMI,CHANGE F.RATE/ RPM/ OVERFLOW ON VENT FEEDER PORT/ UNDER MAINTENANCE 10:30 PROD START
6810,GA4440E,11-Jun-25,ZELLER (CORR),54,52.11,48.1,5015AM,STD,3,7.3,20,40/40,180,200,180,180,180,180,200,,,,,,,PP,
6811,RA7310E,12-Jun-25,PHILTOP,133.1,128.52,38.56,4998AM-4991AM,STD,5,12,380,40/40,170,170,170,170,170,160,160,160,160,150,150,,,LDPE HMI,VACUUM ON
6812,RA12739E,12-Jun-25,SMYPC,"2,000.00",1973.5,75.32,5051AM-5090AM,STD,5,20,400,40/40,170,170,170,170,160,160,160,160,160,160,160,,,LDPE HMI,
6813,TA11781E,12-Jun-25,SMYPC,210.8,205.9,53.71,5016AM-5020AM,STD,3,7,24,40/40,180,170,160,140,120,130,150,,,,,,,LDPE HMI,VACUUM ON & VENT OVERFLOW/ FLAT ANG PELLET AT BASA PAG MABILIS ANG SPEED NG EXTRUDER 1600-1800 CHANGE SETTING
6814,DA15568E,13-Jun-25,PHILTOP,765.61,757.18,73.87,5035AM-5050AM,STD,3,10,30,40/40,150,140,140,150,150,150,150,,,,,,,LDPE HMI,
6815,GA8613E,13-Jun-25,ZELLER (CORR),56,54.42,50.23,5212AM-5213AM,STD,3,7.6,22,40/40,180,200,180,180,180,180,180,,,,,,,PP,SHOT DOWN - UNDER MAINTENACE /11:10 PROD. START
6816,BA4140E,14-Jun-25,EVERBRIGHT,727.97,719.35,59.95,5112AM-5140AM,STD,5,12,280,40/40,170,170,170,170,170,150,150,150,150,160,160,,,LDPE HMI,UMAAPAW SA VACUUM PORT
6817,BA15965E,14-Jun-25,SMYPC,"1,526.31",1509.7,70.22,5141AM-5171AM,STD,5,10,400,40/40,170,170,170,170,160,160,160,160,160,150,150,,,LDPE HMI,
6818,YA5124E,14-Jun-25,EVEREST ( CORR),892.71,888.74,69.71,5279AM-5296AM,STD,3,9,28,40/40,150,150,150,140,120,130,150,,,,,,,LDPE HMI,VACUUM & VENT OVERFLOW/ CHANGE RPM/
6819,GA1225E,14-Jun-25,SMYPC,"2,000.00",2000,89.89,5172AM-5211AM,STD,3,8,28,40/40,220,200,200,120,110,130,150,,,,,,,LDPE HMI,OVERFLOW ON F-DER/ VENT /VACUUM PORT/ CHANGE F-RATE / RPM /CHANGE SETTING /RPM F.RATE
6820,DA15568E,16-Jun-25,PHILTOP ( CORR ),493.33,491,30.69,5529AM-5538AM,STD,1,100,280,40/40,120,140,150,150,150,150,150,150,150,150,,,,LDPE HMI,
6821,BA15197E,16-Jun-25,MAXEY,"1,026.59",1013,78.94,5091AM-5111AM,STD,5,12,320,60/60,170,170,170,170,170,170,160,160,160,150,150,,,LDPE HMI,OVERFLOW SA VACUUM PORT/ CHANGE SCREEN NA 
6822,GA6246E,16-Jun-25,PLASTIMER ( CORR),78.6,77.43,24.45,5526AM-5528AM,STD,1,100,300,40/40,180,200,180,180,180,180,180,180,180,180,,,,PP,
6823,BA3925E,16-Jun-25,EVERGOOD,261.69,255.76,69.75,5445AM-5450AM,STD,5,20,380,40/40,170,170,170,170,170,160,160,160,160,150,150,,,LDPE HMI,
6824,GA2595E,17-Jun-25,IN HOUSE,225,208,24.62,5427AM-5435AM,STD,3,7.5,12,40/40,230,230,230,220,220,230,230,,,,,,,PET,COIL SCREW/ VACUUM ON/ CHANGE RPM/ CHANGE F.RATE/ VACUUM ON
6825,GA8074E,17-Jun-25,IN HOUSE,180,177.53,59.18,5454AM-5457AM,STD,3,8.5,28,40/40,150,150,150,120,120,130,150,,,,,,,LDPE HMI,
6826,WA15135E,17-Jun-25,HERITAGE,111.87,107.36,80.52,5549AM,STD,8,12,400,60/60,170,170,170,160,160,160,160,150,150,150,150,,,LDPE HMI,
6827,WA2127E,17-Jun-25,CEBU HI Q,260.25,253.5,33.9,5458AM-5460AM,STD,8,15,400,60/60,170,170,170,170,170,160,160,160,160,160,150,150,,LDPE HMI,
6828,WA15123E,17-Jun-25,GILVAN,"3,000.00",2967.95,85.35,5461AM-5490AM,STD,8,20,300,40/40,170,170,170,170,170,170,160,160,160,160,150,150,,LDPE HMI,0645 SHIFT TO EXTRUDER#5
6829,GA8613E,17-Jun-25,ZELLER (CORR),65.29,63.12,50.5,5544AM-5545AM,STD,3,7,22,40/40,180,200,180,180,180,180,180,,,,,,,PP,
6830,GA8613E,17-Jun-25,ZELLER (TRIAL),50,48.35,50.02,5436AM-5437AM,STD,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,PP,MALAKAS ANG USOK SA MAY FEEDER FORT.
6831,BA9159E,17-Jun-25,EVERGOOD,150,145,38.67,5546AM-5548AM,STD,5,12,380,40/40,170,170,170,170,170,160,160,160,160,150,150,,,LDPE HMI,WAITING FOR COMPOUNDED
6832,BA9159E,17-Jun-25,EVEREST ( TUMB ),200,198.6,79.44,5425AM,STD,5,8,380,40/40,170,170,170,170,160,160,160,150,150,160,160,,,LDPE HMI,
6833,BA9159E,17-Jun-25,EVEREST,"1,525.00",1510.3,75.83,5491AM-5521AM,STD,5,8,400,40/40,170,170,170,170,160,160,160,150,150,150,150,,,LDPE HMI,
6834,BA4756E,18-Jun-25,EVERGOOD,261.28,247.38,69.04,5550AM-5555AM,STD,5,20,380,40/40,170,170,170,170,160,160,160,160,160,150,,,,LDPE HMI,
6835,YA1110E,18-Jun-25,EVEREST ( CORR),79.11,75,64.29,5652AM-5653AM,STD,3,8.5,32,40/40,150,150,150,150,150,130,130,,,,,,,LDPE HMI,
6836,TA15557E,18-Jun-25,CLIO TECH,111.45,107.82,68.1,5451AM-5453AM,STD,3,8.5,32,40/40,150,150,150,140,130,130,150,,,,,,,LDPE HMI,
6837,RA7886E,18-Jun-25,EASTERN,310,301.68,54.85,5438AM-5444AM,STD,3,9.6,40,40/40,150,140,140,140,150,150,150,,,,,,,LDPE HMI,CHANGE  F.RATE / RPM/ OVERFLOW ON FEEDER
6838,GA1225E,18-Jun-25,SMYPC,"3,200.00",3130.55,70.58,5361AM-5424AM,STD,3,8.7,28,40/40,150,150,150,150,150,150,160,,,,,,,LDPE HMI,0600-0630 RE BAGGING OF GA2595E FOR F.GOODS/0145- PROD STOP BIGLA NALANG TUMIGIL NAG TRIP NANAMAN ANG BREAKER NG OIL PUMP
6839,BA12013E,18-Jun-25,CEBU HI Q,159.68,158.3,75.98,5522AM-5524AM,STD,5,20,380,40/40,170,170,170,170,170,160,160,160,160,150,150,,,LDPE HMI,
6840,GA8074E,18-Jun-25,GLOBAL KONTEINER,80,77.77,54.9,5587AM-558AM,STD,3,8.6,28,40/40,150,130,130,140,140,150,150,,,,,,,LDPE HMI,
6841,GA6050E,18-Jun-25,H&E,57.82,55.35,47.44,5650AM-5651AM,STD,3,8.5,28,40/40,180,200,180,180,180,180,180,,,,,,,PP,
6842,DA5176E,19-Jun-25,EVEREST,424.48,370.21,25.68,5564AM-5572AM,STD,1,100,240,40/40,120,140,150,150,150,150,150,150,140,140,,,,LDPE HMI,
6843,GA8613E,19-Jun-25,ZELLER ( TUMB ),111.47,110.36,33.83,5539AM-5543AM,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,LDPE HMI,
6844,BA17039E,19-Jun-25,ROWELL ( CORR ),123.3,121.22,,,STD,,,,,,,,,,,,,,,,,,,
6845,CA1578E,19-Jun-25,EVEREST,270,265.16,56.02,5558AM-5563AM,STD,5,80,380,40/40,170,170,170,170,170,170,170,160,160,150,150,,,LDPE HMI,
6846,RA5277E,19-Jun-25,EVEREST,515.31,502.79,71.83,5573AM-5583AM,STD,5,100,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,LDPE HMI,
6847,RA17532E,19-Jun-25,EVERSAFE,107,104.34,69.56,5798AM-5800AM,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,LDPE HMI,
6848,WA15190E,19-Jun-25,NMH,"6,300.00",6236.6,90.18,5215AM-5278AM,STD,8,10,400,40/40,200,200,200,190,190,180,180,180,180,180,1900,190,,PP,
6849,RA12739E,20-Jun-25,SMYPC,"3,200.00",3200,73.98,5297AM-5365AM,STD,5,100,380,40/40,170,170,170,170,170,170,170,160,160,160,150,150,,LDPE HMI,
6850,RA2508E,20-Jun-25,EVERGOOD,510,499.62,62.45,5804AM-5814AM,STD,5,100,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,LDPE HMI,NO OVERSIZE/ FEEDER OVERFLOW/ KUMUKULAY SA TUBIG
6851,BA15197E,20-Jun-25,MAXEY ( CORR ),"1,012.44",1006.54,79.46,5904AM-5942AM,STD,5,17,280,60/60,170,170,170,170,170,170,160,160,160,160,150,,,LDPE HMI,NO OVERSIZE
6852,OA16199E,21-Jun-25,INCON ( TRIAL ),205.12,200.8,22.95,5882AM-5886AM,STD,1,80,400,40/40,120,140,150,150,150,150,150,150,140,140,,,,LDPE HMI,KUMUKULAY PO SA TUBIG
6853,YA1110E,21-Jun-25,EVEREST ( CORR ),50.16,49.98,24.99,5874AM,STD,1,80,400,40/40,120,150,150,150,150,150,150,150,150,140,,,,LDPE HMI,
6854,IA1770E,21-Jun-25,EVERBRIGHT,821.65,806.39,55.3,5654AM-5686AM,STD,3,12,38,60/60,150,140,140,150,150,150,160,,,,,,,PP,UNDER MAIN. AYAW UMANDAR  ANG OIL PUMP
6855,BA9159E,21-Jun-25,EVEREST ( CORR ),549.45,545.34,83.9,5888AM-5898AM,STD,5,100,380,40/40,170,170,170,160,160,150,150,150,150,150,150,,,LDPE HMI,NO OVERSIZE
6856,GA8613E,21-Jun-25,ZELLER,55,53.77,58.66,5969AM-5969AM,STD,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,PP,
6857,BA17468E,21-Jun-25,EVERSAFE,133,129.38,55.45,5801AM-5803AM,STD,5,20,380,40/40,170,170,170,170,170,160,160,160,160,150,150,,,LDPE HMI,
6858,GA8613E,22-Jun-25,ZELLER PLASTIK,28,27.5,5.29,6036AM,STD,6,30,400,40/40,180,190,180,180,180,180,180,,,,,,,PP,
6859,BA15050E,22-Jun-25,PACKAGE WORLD,400,387.45,49.99,5785AM-5792AM,STD,5,110,380,40/40,160,160,160,160,160,160,150,150,150,150,150,,,LDPE HMI,
6860,GA16127E,23-Jun-25,PHIL-TOP,207.93,204.7,23.17,5863AM-5867AM,STD,1,80,400,40/40,120,140,150,150,150,150,150,150,140,140,,,,LDPE HMI,
6861,OA17710E,23-Jun-25,INCON,55,54.7,26.26,5902AM-5903AM,STD,1,80,400,40/40,180,200,180,180,180,180,180,180,180,180,,,,PP,
6862,WA13000E,23-Jun-25,PREMIER,"1,024.76",1009.4,92.46,5821AM-5830AM,STD,8,20,400,40/40,170,170,170,170,160,160,160,160,160,160,1500,150,,LDPE HMI,
6863,IA8813E,23-Jun-25,EVERGOOD,158.3,153.17,59.29,5815AM-5818AM,STD,3,8.6,28,40/40,150,120,120,150,150,150,150,,,,,,,LDPE HMI,
6864,RA17532E,23-Jun-25,EVERSAFE(CORR),104.44,102.22,64.56,5989AM-5990AM,STD,3,8,32,40/40,150,150,150,150,140,150,150,,,,,,,LDPE HMI,
6865,RA5277E,23-Jun-25,EVEREST ( CORR ),35,34.3,57.17,5970AM,STD,3,8,32,40/40,150,150,150,140,140,130,150,,,,,,,LDPE HMI,
6866,BA15197E,23-Jun-25,MAXEY (CORR ),"1,014.98",1011.62,80.39,5996AM-6035AM,STD,5,12,280,60/60,170,170,170,170,160,160,160,160,150,150,150,,,LDPE HMI,
6867,KA14303E,24-Jun-25,PHIL-TOP,258,254.68,61.12,5868AM-5873AM,STD,3,9,22,40/40,150,150,110,110,120,120,150,,,,,,,LDPE HMI,MALUTONG ANG STRAND/ LAGI NAGPUPUTOL PAG MABILIS ANG SPEED/ VACUUM ON / CHANGE SETTING / UNDER MAINTENANCE OIL PUMP MALFUNCTION
6868,GA5520E,24-Jun-25,H&E  ,207,203,22.77,5991AM-5995AM,STD,1,80,400,40/40,120,150,150,150,150,150,150,150,140,140,,,,LDPE HMI,VACUUM ON
6869,DA5173E,24-Jun-25,EVEREST ( TUMB ),370.21,367.7,71.17,5971AM-5974AM,STD,3,9.5,45,40/40,150,150,130,120,110,120,140,,,,,,,LDPE HMI,CHANGE RPM//FEED RATE/ NAGPUPUTOL PUTOL PAG MABILIS ANG SPEED NG RPM/ 2000 T0 2200 CHANGE SETTING / VACUUM ON
6870,BA12556E,24-Jun-25,PACKAGE WORLD,"2,500.00",1857,100.38,5793AM-5797AM,STD,9,25,380,60/60,160,160,160,160,150,150,150,150,150,150,150,150,,LDPE HMI,RUN 15KGS LDPE FOR BLOCK SPOT/PROD. STOP TO PURGE 0800- PROD. CUT
6871,BA17042E,25-Jun-25,ROWELL,"1,500.00",1480.2,99.79,5899AM-5901AM,STD,9,24,380,60/60,,160,160,160,160,160,160,150,150,150,160,160,,RUBBER,20KG LDPE RUN FOR BLACK SPOT
6872,GA8613E,25-Jun-25,ZELLER,30,29.48,9.88,6150AM,STD,6,30,400,-,180,190,180,180,180,180,180,,,,,,,PP,
6873,MA7758E,25-Jun-25,CYBERMANN,360.2,350,48.28,5975AM-5988AM,STD,3,6.5,42,40/40,230,200,200,180,180,180,180,,,,,,,PP,FEEDER OVERFLOW/ CHANGE RPM/ VACUUM ON /CHANGE SETTING 2200-0000
6874,YA16192E,25-Jun-25,ARC,"1,250.24",1237.85,71.76,5943AM-5967AM,STD,3,8.3,25,40/40,170,160,150,150,140,150,160,,,,,,,LDPE HMI,VENT&VACUUM OVERFLOW RPM CHANGE 35-25/ F.RATE CHANGE 9.5-8.3/ 0200 -0400 ADJUSTING OF SETTING/ CHANGER SCREEN : MABILIS UMAAPAW SA VACUUM PORT
6875,BA12556E,26-Jun-25,PACKAGE WORLD,500,500,100,5793AM-5797AM,STD,9,25,370,60/60,160,160,160,160,150,150,150,150,150,150,,,,RUBBER,RUN 20KGS LDPE FOR BLACK SPOT
6876,BA12556E,26-Jun-25,PACKAGE WORLD,"7,500.00",7500,100,6124AM-6138AM,STD,9,25,370,60/60,160,160,160,160,150,150,150,150,150,150,150,150,,RUBBER,NABAGSAK NANG LDPE NA 7KG. FOR BLACK SPOT
6877,TA,,,,,,,,,,,,,,,,,,,,,,,,,,
6878,TA15557E,26-Jun-25,21ST CENTURY,130,128.6,23.38,6037AM-6039AM,STD,1,80,380,40/40,120,140,150,150,150,150,150,150,140,140,,,,LDPE HMI,
6879,GA16609E,26-Jun-25,CDC,57.58,56.7,28.35,6147AM-6148AM,STD,1,82,400,40/40,120,140,150,150,150,150,150,150,140,140,,,,LDPE HMI,1430-1550 WAITING FOR COMPOUNDED
6880,RA12739E,26-Jun-25,SMYPC,"3,000.00",3000,75,5687AM-5746AM,STD,5,100,380,40/40,170,170,170,170,170,170,170,160,160,160,160,,,LDPE HMI,
6881,RA12739E,26-Jun-25,SMYPC,212.92,212.92,53.23,6263AM,STD,5,100,380,40/40,170,170,170,170,170,170,170,160,160,160,160,,,LDPE HMI,OVERSIZE
6882,GA3933E,26-Jun-25,MOLDEX,520.4,511.36,49.49,6040AM-6060AM,STD,3,7.6,20,40/40,180,200,180,180,180,180,200,,,,,,,PP,NO OVERSIZE
6883,BA16130E,26-Jun-25,PHIL-TOP,258.42,253.34,68.13,5876AM-5881AM,STD,3,8.6,22,40/40,150,110,110,150,150,150,160,,,,,,,LDPE HMI,
6884,GA1225E,27-Jun-25,SMYPC,"3,000.00",3000,70.58,5589AM-5648AM,STD,3,8.5,34,40/40,220,210,200,150,150,140,150,,,,,,,LDPE HMI,OVERFLOW ON FEEDER & VENT PORT/ RPM CHANGE TO 34/ 0300-0400 CHANGE SETTING
6885,IA0760E,27-Jun-25,PLACEL,56,55.4,22.16,6169AM-6170AM,STD,1,80,380,40/40,120,140,150,150,150,150,150,150,140,140,,,,LDPE HMI,0720-0800 WAITING FOR COMPOUNDED
6886,IA8813E,27-Jun-25,EVERGOOD,160.14,158.3,24.29,6164AM-6167AM,STD,1,80,380,40/40,120,140,150,150,150,150,150,150,140,140,,,,LDPE HMI,
6887,IA16969E,27-Jun-25,PLACEL,56.65,55.8,22.32,6171AM-6172AM,STD,1,80,380,40/40,120,140,150,150,150,150,150,150,140,140,,,,LDPE HMI,
6888,WA5835E,27-Jun-25,CEBU JUNTRADE,817,805.02,91.13,6139AM-6146AM,STD,8,12.2,380,60/60,170,170,170,170,150,150,150,150,150,150,150,150,,LDPE HMI,
6889,WA15192E,28-Jun-25,STARKSON,"2,063.21",2021,90.16,6173AM-6193AM,STD,8,10,400,40/40,200,200,180,180,180,180,180,180,180,180,200,200,,PP,
6890,GA6607E,28-Jun-25,ZELLER,57.01,54.45,12.33,6230AM-6231M,STD,1,32,350,40/40,180,200,180,180,180,180,180,180,180,180,,,,PP,
