id,code,date,customer,qty_input,qty_output,output_per_hour,lot_number,screw_config,machine_no,feed_rate,rpm,screen,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,resin_used,remarks
659,GA12736E,17-Jun-21,PHIL-TOP,,127.72,71.62,3878AG-3880AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
660,VA4086E,17-Jun-21,EASTERN,,488.03,61,3851AG-3860AG,STD,5,100,380,40/40,160,160,160,160,160,160,150,150,150,140,140,,,,VACUUM ON
661,QA0851E,17-Jun-21,COFTA,,50,38.96,3869AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
662,RA12300E,17-Jun-21,SMYPC-MPP,,302.23,69.75,3881AG-3887AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
663,GA4921E,17-Jun-21,Everest,,1.94,2.91,3909AG,STD,6,10,400,,160,170,160,160,160,160,,,,,,,,,
664,BA14168E,18-Jun-21,GENSTAR,,254.76,58.79,3899AG-3904AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
665,OA7922E,18-Jun-21,GILVAN,,50,75,3908AG,STD,3,30,40,40/40,160,180,180,180,180,180,160,,,,,,,,
666,YA8107E,18-Jun-21,GILVAN,,55.3,51.84,3906AG; 3907AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
667,VA4086E,17-Jun-21,EASTERN(corr),,98.87,65.91,3910AG-3911AG,STD,5,100,380,40/40,160,160,160,160,160,160,150,150,150,140,140,,,,VACUUM ON
668,WA2123E,19-Jun-21,IN-HOUSE,,5896.27,328.79,3912AG-3951AG,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
669,RA7347E,21-Jun-21,BENNY,,707.28,55.11,3989AG-4003AG,STD,5,7.5,220,60/60,180,180,170,170,160,160,160,160,160,160,160,,,,VACUUM ON
670,YA7345E,21-Jun-21,BENNY,,211.98,60.57,4004AG-4008AG,STD,5,120,400,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,VACUUM ON
671,GA12736E,21-Jun-21,PHIL-TOP,,127.43,89.95,3956AG-3958AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
672,GA4921E,21-Jun-21,Everest,,4.78,19.12,3955AG,STD,5,340,380,40/40,170,170,170,170,170,160,160,160,160,150,150,,,,
673,WA6168E-I,21-Jun-21,GILVAN,,2969.41,254.52,3959AG-3988AG,STD,7,30,150,80/80,200,200,180,170,170,160,160,150,130,130,,,,,VACUUM ON
674,WA2123E,21-Jun-21,IN-HOUSE,,7121.5,279.27,4034AG-4081AG,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
675,WA5835E,22-Jun-21,STAR PLASTIC,,246.73,189.79,4031AG-4033AG,STD,7,40,150,60/60,200,200,180,170,160,140,140,140,120,120,,,,,VACUUM ON
676,YA4249E,22-Jun-21,MOLDEX(corr),,151.32,67.25,3952AG-3954AG,STD,5,220,400,40/40,200,200,180,170,170,170,170,160,160,160,160,,,,
677,MA12627E,23-Jun-21,PLEXCO,,128.7,59.4,4090AG-4092AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
678,BA12861E,23-Jun-21,AG CANPRINT,,514.39,55.31,4009AG-4019AG,STD,3,30,40,40/40,180,200,180,180,180,180,180,,,,,,,,
679,GA12411E,23-Jun-21,GENSTAR,,499.85,48.37,4020AG-4030AG,STD,5,15,350,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
680,CA1578E,24-Jun-21,JR HOLSTER,,105.49,74.46,4096AG-4098AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
681,GA2595E,9-Dec-22,Suarez,,77.38,33.16,5343AI-5345AI, STD ,3,8,28,40/40,220,220,220,220,220,225,225,,,,,,,,VACUUM ON/COIL SCREW/PET : 90-100 PPG
682,BA12615E,24-Jun-21,PLEXCO,,133.8,55.37,4083AG-4085AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
683,YA5124E,23-Jun-21,EVERGOOD,,405,67.5,4099AG-4107AG,STD,5,160,400,40/40,180,180,170,160,160,160,160,140,140,140,140,,,,
684,YA5124E,24-Jun-21,EVERGOOD,,100,52.63,4108AG-4109AG,STD,5,160,400,40/40,180,180,170,160,160,160,160,140,140,140,140,,,,
685,WA11838E,24-Jun-21,IN-HOUSE,,405.5,123.59,4086AG-4089AG; 4110AG,STD,7,80,400,40/40,200,220,220,220,220,220,220,220,220,220,,,,,Coil Screw/vacuum on
686,GA12411E,25-Jun-21,GENSTAR(corr),,503.8,69.17,4116AG-4125AG,STD,5,15,350,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
687,MA13810E,25-Jun-21,INCON,,28.9,28.9,4115AG,STD,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
688,YA4249E,25-Jun-21,MOLDEX(corr),,199.74,64.78,4111AG-4114AG,STD,5,220,400,40/40,200,200,180,170,170,170,170,160,160,160,160,,,,
689,VA3291E,26-Jun-21,Evergood,,89.11,53.47,4126AG; 4127AG,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
690,OA4303E,26-Jun-21,ZENAM,,98.39,44.72,4132AG-4133AG,STD,5,170,400,100/100,180,180,180,180,170,170,170,160,160,150,150,,,,VACUUM ON 
691,YA4584E,26-Jun-21,ZENAM,,98.49,90.91,4128AG-4130AG,STD,5,250,230,60/60,160,160,160,160,160,160,160,160,150,150,150,,,,
692,WA5850E,26-Jun-21,ZENAM,,128.29,85.53,4131AG,STD,8,250,40,80/80,190,190,190,190,180,180,180,170,170,170,160,,,,VACUUM ON
693,IA6500E,26-Jun-21,SMYPC-MPP,,512.55,61.75,4135AG-4145AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
694,WA5870E,28-Jun-21,ISLAND,,597.02,106.29,4160AG-4165AG,STD,8,270,45,80/80,190,190,190,190,180,180,180,170,170,170,160,,,,VACUUM ON
695,WA5870E,28-Jun-21,ISLAND(trial),,94.37,149.01,4166AG,STD,8,270,45,80/80,190,190,190,190,180,180,180,170,170,170,160,,,,VACUUM ON
696,YA13953E,28-Jun-21,AG CANPRINT,,155.87,37.41,4170AG-4173AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
697,YA13953E,17-Mar-21,AG CANPRINT,,99.38,45.87,4174AG-4175AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
698,VA4086E,28-Jun-21,Alphatech,,200,63.16,4146AG-4149AG,STD,5,100,380,40/40,160,160,160,160,160,160,150,150,150,140,140,,,,VACUUM ON
699,VA4086E,28-Jun-21,Alphatech,,496.04,64.7,4150AG-4159AG,STD,5,100,380,40/40,160,160,160,160,160,160,150,150,150,140,140,,,,VACUUM ON
700,IA9912E,28-Jun-21,Evergood,,256.36,53.97,4176AG-4181AG,STD,3,7.2,20,40/40,150,150,150,150,150,130,130,,,,,,,,
701,VA4086E,29-Jun-21,IN-HOUSE,,547.1,55.54,4197AG-4207AG,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
702,SA12119E,29-Jun-21,Emson-Arwin,,77.69,66.59,4195AG-4196AG,STD,3,15,25,40/40,150,150,150,150,150,130,130,,,,,,,,
703,WA1400E,30-Jun-21,ALLIED,,985.92,115.31,4183AG-4192AG,STD,8,33,280,60/60,190,190,190,190,180,180,180,170,170,170,160,,,,VACUUM ON
704,WA6168E-I,29-Jun-21,GILVAN,,3000.39,239.71,4208AG-4237AG,STD,7,30,150,80/80,200,200,180,170,170,160,160,150,130,130,,,,,VACUUM ON
705,GA2595E,14-Jun-22,ALPHATECH,,37.23,27.92,7897AH-7898AH, STD ,3,8,28,40/40,220,220,200,200,200,200,,,,,,,,,VACUUM ON/COIL SCREW
706,CA13043E,26-Jun-21,FORTUNE,,121.8,22.63,4167AG-4169AG,STD,3,6,9,40/40,170,130,130,140,140,160,160,,,,,,,,
707,CA13043E,26-Jun-21,FORTUNE,,13.1,13.1,4194AG,STD,3,6,9,40/40,170,130,130,140,140,160,160,,,,,,,,
708,GA13429E,28-Jun-21,CEBU HI Q,,53.78,53.78,4193AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
709,VA3291E,30-Jun-21,Evergood,,97.98,90.44,4244AG-4245AG,STD,3,12.5,28,40/40,135,120,120,135,150,150,140,,,,,,,,
710,YA5188E,1-Jul-21,Evergood,,148.08,59.23,4305AG-4307AG,STD,5,180,400,40/40,170,170,170,160,160,160,160,160,140,140,140,,,,
711,WA13000E,1-Jul-21,PREMIER,,1394.82,249.82,4308AG-4321AG,STD,7,38,160,40/40,200,180,170,170,160,160,150,150,160,170,,,,,
712,WA13000E,1-Jul-21,PREMIER,,97.1,233.04,4322AG,STD,7,38,160,40/40,200,180,170,170,160,160,150,150,160,170,,,,,
713,RA4665E,1-Jul-21,EVEREST,,492.54,78.81,4323AG-4332AG,STD,3,12,45,40/40,150,150,150,150,150,130,130,,,,,,,,
714,BA4140E,2-Jul-21,EVERBRIGHT,,987.93,57,4334AG-4373AG,STD,3,30,40,60/60,150,150,150,150,150,130,130,,,,,,,,
715,VA4086E,2-Jul-21,Alphatech,,700,56.76,4277AG-4290AG,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
716,RA4665E,2-Jul-21,EVEREST,,10,60,4374AG,STD,3,12,45,40/40,150,150,150,150,150,130,130,,,,,,,,
717,YA4249E,2-Jul-21,MOLDEX,,1524.4,73.29,4246AG-4276AG,STD,5,220,400,40/40,200,200,180,170,170,170,170,160,160,160,160,,,,
718,MA13810E,28-Jun-21,INCON,,5.62,3.44,4182AG,STD,6,15,400,-,180,190,180,180,180,,,,,,,,,,
719,DA13643E,2-Jul-21,Anilson Pkg.,,193.67,86.08,4377AG-4378AG,STD,5,20,380,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,
720,DA13643E,2-Jul-21,Anilson Pkg.,,995.91,101.99,4379AG-4388AG,STD,5,20,380,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,
721,OA8176E,3-Jul-21,SMYPC-MPP,,55.31,58.22,4440AG-4441AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
722,DA13643E,3-Jul-21,Anilson Pkg.,,199,125.68,4442AG-4443AG,STD,5,20,380,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,
723,SA12119E,3-Jul-21,Emson-Arwin(corr),,50.5,60.6,4376AG,STD,5,150,250,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
724,GA11745E,5-Jul-21,SMYPC-MPP,,258.54,62.05,4428AG-4433AG,STD,3,15,400,40/40,180,200,180,180,180,180,180,,,,,,,,
725,GA13854E,5-Jul-21,RE-IMAGINE,,54.13,49.21,4416AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
726,BA12299E,5-Jul-21,SMYPC-MPP,,513.98,60.47,4417AG-4427AG, STD ,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
727,YA5188E,3-Jul-21,EVERGOOD(corr),,148,71.61,4444AG-4446AG,STD,5,180,400,40/40,170,170,170,160,160,160,160,160,140,140,140,,,,
728,YA5124E,5-Jul-21,EVERGOOD,,509.29,76.58,4455AG-4465AG,STD,5,160,400,40/40,180,180,170,160,160,160,160,140,140,140,140,,,,
729,VA4086E,6-Jul-21,Alphatech,,1479.22,57.3,4291AG-4304AG; 4389AG-4404AG,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
730,WA2123E,6-Jul-21,IN-HOUSE,,5918.44,280.72,4474AG-4513AG,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
731,WA5870E,6-Jul-21,ISLAND,,128.03,197.05,4434AG-4437AG,STD,7,46,160,80/80,200,200,200,180,180,170,170,150,120,120,,,,,VACUUM ON
732,DA10063E,6-Jul-21,EVERGOOD,,259.45,95.5,4449AG-4454AG,STD,5,200,380,40/40,170,170,170,170,170,160,160,160,160,150,150,,,,
733,DA13643E,6-Jul-21,Anilson Pkg.(corr),,395.69,118.69,4447AG-4448AG; 4467AG-4468AG,STD,5,20,380,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,
734,DA13643E,6-Jul-21,Anilson Pkg.,,197.28,94.69,4470AG-4471AG,STD,5,20,380,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,
735,RA4665E,7-Jul-21,EVEREST,,10.4,41.6,4469AG,STD,3,12,45,40/40,150,150,150,150,150,130,130,,,,,,,,
736,YA4249E,7-Jul-21,MOLDEX,,534.89,76.41,4405AG-4415AG,STD,5,220,400,40/40,200,200,180,170,170,170,170,160,160,160,160,,,,
737,WA5835E,7-Jul-21,CEBU JUNTRADE,,1468.68,174.84,4520AG-4534AG,STD,7,40,150,60/60,200,200,180,170,160,140,140,140,120,120,,,,,VACUUM ON
738,DA13643E,7-Jul-21,Anilson Pkg.,,1010.84,114.43,4536AG-4556AG,STD,5,20,380,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,
739,DA13643E,7-Jul-21,Anilson Pkg.,,397,113.43,4557AG-4564AG,STD,5,20,380,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,
740,WA2123E,7-Jul-21,IN-HOUSE,,500,285.71,4514AG-4517AG,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
741,DA13643E,8-Jul-21,Anilson Pkg.(corr),,609.35,102.13,4566AG-4577AG,STD,5,20,380,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,
742,YA5124E,9-Jul-21,EVERGOOD(corr),,512.8,125.9,4646AG-4656AG,STD,5,160,400,40/40,180,180,170,160,160,160,160,140,140,140,140,,,,
743,DA10063E,9-Jul-21,EVERGOOD(corr),,259.76,111.33,4640AG-4645AG,STD,5,200,380,40/40,170,170,170,170,170,160,160,160,160,150,150,,,,
744,KA9045E,9-Jul-21,EVEREST,,1638.08,88.54,4605AG-4637AG,STD,3,14,26,40/40,170,170,170,170,150,150,150,,,,,,,,VACUUM ON
745,KA9045E,10-Jul-21,EVEREST,,99.16,84.99,4638AG-4639AG,STD,3,14,26,40/40,170,170,170,170,150,150,150,,,,,,,,VACUUM ON
746,YA3504E,9-Jul-21,ZELLER,,45.06,46.61,4678AG,STD,5,150,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
747,YA3504E,9-Jul-21,ZELLER,,4.89,19.56,4679AG,STD,5,150,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
748,YA6053E,9-Jul-21,EVEREST,,1265.25,78.91,4579AG-4604AG,STD,5,30,40,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,VACUUM ON
749,WA5870E,10-Jul-21,ISLAND,,1000,300,4702AG-4711AG,STD,7,46,160,80/80,200,200,200,180,180,170,170,150,120,120,,,,,VACUUM ON
750,WA5870E,10-Jul-21,ISLAND,,34.67,26,4712AG,STD,7,46,160,80/80,200,200,200,180,180,170,170,150,120,120,,,,,VACUUM ON
751,RA12739E,10-Jul-21,SMYPC-MPP,,1003.27,69.75,4657AG-4677AG,STD,3,20.8,50,40/40,150,150,150,150,150,130,130,,,,,,,,
752,UA8910E,12-Jul-21,STARKSON,,1000.8,161.6,4718AG-4728AG,STD,7,26,150,60/60,190,190,190,180,180,170,170,160,160,160,150,150,,,
753,BA2091E,10-Jul-21,GREENPACK,,634.28,100.15,4684AG-4696AG,STD,5,250,400,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,Pelletizer RPM 320
754,BA12855E,12-Jul-21,CEBU HI Q,,67.66,50.75,4713AG-4714AG,STD,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
755,BA12855E,1-Oct-21,GREENPACK,,256.59,53.09,7627AG-7636AG,STD,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
756,RA5277E,11-Jul-21,EVEREST,,250,47.32,4697AG-4701AG,STD,3,36,40,40/40,150,150,150,150,150,130,130,130,,,,,,,VACUUM ON
757,VA3291E,12-Jul-21,Evergood,,120,96,4730AG-4732AG,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
758,VA3291E,12-Jul-21,Evergood,,22.23,33.35,4733AG,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
759,IA9912E,12-Jul-21,Evergood,,249.03,101.64,4738AG-4742AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
760,KA9045E,13-Jul-21,EVEREST,,108.78,70.94,4748AG-4749AG,STD,3,14,26,40/40,170,170,170,170,150,150,150,,,,,,,,VACUUM ON
761,KA9045E,9-Jul-21,EVEREST,,25,71.43,4747AG,STD,3,14,26,40/40,170,170,170,170,150,150,150,,,,,,,,VACUUM ON
762,OA9199E,13-Jul-21,ASY,,190.95,34.72,4734AG-4737AG,STD,3,10,25,100/100,150,150,150,150,150,130,130,,,,,,,,VACUUM ON
763,MA13810E,13-Jul-21,INCON,,25.09,5.42,4750AG,STD,6,15,400,-,180,190,180,180,180,,,,,,,,,,
764,MA4088E,13-Jul-21,METRO CONT.,,500,68.97,4751AG-4770AG,STD,3,7,18,40/40,130,120,110,110,110,110,120,,,,,,,,VACUUM ON
765,MA4088E,13-Jul-21,METRO CONT.,,498.37,85.43,4771AG-4790AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
766,MA4088E,13-Jul-21,METRO CONT.,,1.95,2.6,4865AG,STD,6,15,400,-,180,180,170,170,170,170,,,,,,,,,
767,GA13527E,12-Jul-21,CEBU HI Q,,128.85,67.96,4680AG-4682AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
768,GA13925E,13-Jul-21,CEBU HI Q,,48.88,50.57,4683AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
769,MA13810E,13-Jul-21,INCON,,4.74,4.12,4794AG,STD,6,15,400,-,180,190,180,180,180,,,,,,,,,,
770,UA8910E,13-Jul-21,STARKSON,,33.87,14.83,4791AG,STD,1,70,290,60/60,120,140,160,160,160,160,160,160,160,150,150,,,,
771,IA1770E,15-Jul-21,EVERBRIGHT,,1002.01,74.31,4800AG-4840AG,STD,5,270,400,40/40,160,160,160,160,160,160,150,150,150,140,140,,,,
772,VA4086E,15-Jul-21,Alphatech,,691.08,57.04,4844AG-4857AG,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
773,VA4086E,14-Jul-21,Alphatech,,196.44,57.39,4858AG-4861AG,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
774,VA3291E,15-Jul-21,Evergood(corr),,146.78,97.85,4841AG-4843AG,STD,3,12.5,28,40/40,135,120,120,135,150,150,140,,,,,,,,
775,SA12119E,16-Jul-21,Emson-Arwin,,99.9,59.94,4867AG-4868AG,STD,5,150,250,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
776,GA13925E,15-Jul-21,CEBU HI Q,,52.26,59.16,4866AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
777,BA7688E,17-Jul-21,EVEREST,,1959.3,76.73,4869AG-4908AG,STD,5,120,400,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,VACUUM ON
778,GA4921E,17-Jul-21,Everest,,1509.03,77.92,4909AG-4939AG,STD,3,10,18,40/40,130,130,130,120,120,120,120,,,,,,,,
779,RA4665E,16-Jul-21,EVEREST,,94.7,91.65,4941AG-4942AG,STD,3,12,45,40/40,150,150,150,150,150,130,130,,,,,,,,
780,RA4665E,16-Jul-21,EVEREST,,48.63,58.36,4940AG,STD,3,12,45,40/40,150,150,150,150,150,130,130,,,,,,,,
781,VA4875E,19-Jul-21,EVEREST,,125,60,4954AG-4956AG,STD,3,7.5,13,40/40,130,120,120,110,110,110,120,,,,,,,,VACUUM ON
782,RA4665E,17-Jul-21,EVEREST,,195.51,69,4968AG-4971AG,STD,3,12,45,40/40,150,150,150,150,150,130,130,,,,,,,,
783,BA5327E,19-Jul-21,EVEREST,,504.87,68.53,4943AG-4953AG,STD,5,120,400,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
784,WA2123E,18-Jul-21,IN-HOUSE,,416.65,186.56,4862AG-4864AG,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
785,WA11838E,18-Jul-21,IN-HOUSE,,340.55,74.3,4957AG-4963AG,STD,7,80,400,40/40,200,220,220,220,220,220,220,220,220,220,,,,,Coil Screw/vacuum on
786,WA2123E,21-Jul-21,IN-HOUSE,,4850,300.93,4988AG-5020AG,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
787,WA2123E,21-Jul-21,IN-HOUSE,,1292.51,341.63,5021AG-5029AG,STD,7,60,200,60/60,220,220,200,200,200,200,200,200,180,180,,,,,VACUUM ON
788,YA7822E,21-Jul-21,EASTERN,,98.1,57.71,4972AG-4973AG,STD,5,200,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
789,WA3827E,21-Jul-21,EASTERN,,99.79,127.39,4976AG,STD,7,30,180,40/40,210,210,190,190,180,180,180,160,140,140,,,,,VACUUM ON
790,BA7883E,21-Jul-21,EASTERN,,99.03,66.76,4974AG-4975AG,STD,5,200,380,60/60,180,180,180,180,180,180,180,160,160,140,140,,,,
791,RA4665E,21-Jul-21,EVEREST(corr),,195.31,71.02,4979AG-4982AG,STD,3,12,45,40/40,150,150,150,150,150,130,130,,,,,,,,
792,RA4665E,21-Jul-21,EVEREST,,244.2,71.13,4983AG-4987AG,STD,3,12,45,40/40,150,150,150,150,150,130,130,,,,,,,,
793,VA3291E,22-Jul-21,Evergood,,24.3,72.9,5037AG,STD,3,12.5,28,40/40,135,120,120,135,150,150,140,,,,,,,,
794,VA4086E,22-Jul-21,Alphatech,,146.2,64.98,5038AG-5040AG,STD,3,20,34,40/40,160,160,160,140,140,140,130,,,,,,,,VACUUM ON
795,GA4921E,21-Jul-21,Evergood,,257.43,67.16,5031AG-5036AG,STD,3,10,18,40/40,130,130,130,120,120,120,120,,,,,,,,
796,WA1400E,22-Jul-21,INCON,,307.96,246.37,5042AG-5044AG,STD,7,25,160,60/60,180,180,170,170,170,150,150,150,120,120,,,,,VACUUM ON
797,MA4088E,17-Jul-21,METRO CONT.,,1.9,2,4964AG,STD,6,7,400,-,160,160,160,160,160,170,,,,,,,,,
798,RA2508E,23-Jul-21,Evergood,,496,63.73,5046AG-5056AG,STD,3,8.9,25,60/60,170,160,160,150,150,130,130,,,,,,,,
799,RA4665E,23-Jul-21,EVEREST,,415.29,73.07,5058AG-5066AG,STD,3,12,45,40/40,150,150,150,150,150,130,130,,,,,,,,
800,WA13075E,23-Jul-21,IN-HOUSE,,225.68,131.46,5067AG-5068AG, STD ,7,25,150,60/60,190,190,180,180,170,170,160,160,180,180,,,,,VACUUM ON
801,WA5860E,23-Jul-21,EVERBRIGHT,,101.48,57.99,5095AG,STD,8,65,400,80/80,170,170,170,160,160,160,160,160,160,160,150,150,,,
802,WA12282E,23-Jul-21,PACKAGE WORLD,,3000,66.42,5096AG-5105AG,STD,8,22,150,60/60,150,150,150,150,140,140,140,140,130,130,,,,,
803,GA13527E,24-Jul-21,GREENPACK,,750,81.08,5139AG-5154AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
804,GA13925E,24-Jul-21,GREENPACK,,103.62,63.44,5155AG-5157AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
805,GA13854E,24-Jul-21,RE-IMAGINE,,50.46,44.52,5057AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
806,RA5277E,24-Jul-21,EVERGOOD,,500,76.92,5084AG-5094AG,STD,3,36,40,40/40,150,150,150,150,150,130,130,130,,,,,,,VACUUM ON
807,RA13616E,26-Jul-21,STAR PLASTIC,,104.6,77.48,5163AG-5165AG,STD,3,30,40,40/40,150,150,150,150,150,130,130,,,,,,,,
808,KA5796E,26-Jul-21,INCON,,49.9,31.85,5218AG,STD,3,18,40,40/40,180,200,180,180,180,180,180,,,,,,,,
809,YA5124E,26-Jul-21,EVERGOOD,,742.26,62.73,5069AG-5083AG,STD,3,60,50,40/40,175,175,150,150,150,130,130,,,,,,,,
810,BA5516E,27-Jul-21,SMYPC-MPP,,1000,44.25,5166AG-5185AG,STD,3,5.5,15,40,130,130,120,120,120,110,110,,,,,,,,VACUUM ON
811,VA4875E,27-Jul-21,EVEREST,,127.53,42.51,5261AG-5263AG,STD,3,7.5,13,40/40,130,120,120,110,110,110,120,,,,,,,,VACUUM ON
812,VA3291E,27-Jul-21,Evergood(trial),,93.9,65.51,5161AG; 5162AG,STD,3,12.5,28,40/40,135,120,120,135,150,150,140,,,,,,,,
813,VA3291E,27-Jul-21,Evergood,,147.88,46.45,5158AG-5160AG,STD,3,12.5,28,40/40,135,120,120,135,150,150,140,,,,,,,,
814,RA2508E,27-Jul-21,Evergood,,6.88,20.64,5265AG,STD,3,8.9,25,60/60,170,160,160,150,150,130,130,,,,,,,,
815,BA2091E,27-Jul-21,GREENPACK,,1266.2,88.55,5113AG-5138AG,STD,5,250,400,60/60,170,170,170,170,170,170,160,160,160,150,150,,,,Pelletizer RPM 320
816,KA5796E,28-Jul-21,INCON,,54.38,35.47,5266AG,STD,3,18,40,40/40,180,200,180,180,180,180,180,,,,,,,,
817,BA7688E,28-Jul-21,EVEREST,,1997.51,79.58,5220AG-5260AG,STD,5,120,400,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,VACUUM ON
818,BA12299E,29-Jul-21,SMYPC-MPP,,497.6,71.6,5330AG-5339AG, STD ,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
819,DA13643E,29-Jul-21,Anilson Pkg.,,2977.4,70.78,5340AG-5369AG,STD,3,30,40,60/60,150,150,150,150,150,130,130,,,,,,,,
820,WA6168E-I,30-Jul-21,GILVAN,,3017.1,98.38,5284AG-5314AG,STD,8,68,280,80/80,160,160,160,150,150,150,150,150,150,170,120,,,,
821,RA12300E,30-Jul-21,SMYPC-MPP,,309.42,71.4,5323AG-5329AG,STD,5,20,380,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
822,SA11780E,30-Jul-21,SMYPC-MPP,,186,79.71,5316AG-5319AG,STD,5,15,250,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
823,SA11780E,30-Jul-21,SMYPC-MPP,,100,66.67,5320AG-5321AG,STD,5,15,250,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
824,SA11780E,30-Jul-21,SMYPC-MPP,,21.99,65.97,5322AG,STD,5,15,250,40/40,170,170,170,170,170,170,160,160,160,150,150,,,,
825,BA4521E,30-Jul-21,ZELLER,,54.67,68.34,5371AG,STD,5,15,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
826,IA6314E,31-Jul-21,SMYPC-MPP,,512.65,43.75,5403AG-5412AG,STD,3,6.5,13,40,130,120,100,100,100,100,120,,,,,,,,Pelletizer Speed : 500
827,IA6314E,31-Jul-21,SMYPC-MPP,,90,41.86,5413AG-5414AG,STD,3,6.5,13,40,130,120,100,100,100,100,120,,,,,,,,Pelletizer Speed : 500
828,BA5516E,31-Jul-21,SMYPC-MPP,,1462.74,57.74,5186AG-5215AG,STD,5,75,150,40,105,105,100,100,100,100,100,100,100,110,110,,,,
829,BA4701E,31-Jul-21,INCON,,35,61.76,5415AG,STD,5,150,300,40/40,180,200,180,180,180,180,180,180,180,180,180,,,,
