id, Code ,Date, Customer , Qty Input (Kg) , Qty Output (Kg) , Output/Hr , Lot #'s ,Screw Config., MC # , Feed Rate , RPM ,Screen,Z13,Z12, Z11 , Z10 , Z9 , Z8 , Z7 , Z6 , Z5 , Z4 , Z3 , Z2 , Z1 , Resin used , REMARKS 
160,GA5520E,15-Feb-21,H & E,, 96.58 , 79.38 ,8933AF-8934AF,STD,5,75,400,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
161,GA5520E,15-Feb-21,H & E,, 23.81 , 59.53 ,9016AF,STD,5,75,400,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
162,SA7726E,15-Feb-21,EASTERN,, 55.03 , 51.59 ,8869AF,STD,5,150,250,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
163,WA3827E,15-Feb-21,IN-HOUSE,, 472.82 , 149.31 ,8945AF-8949AF,STD,7,30,180,40/40,,,,140,140,160,180,180,180,190,190,210,210,,VACUUM ON
164,OA9199E,15-Feb-21,ASY,, 302.21 , 28.03 ,8917AF-8922AF,STD,3,10,25,100/100,,,,,,,130,130,150,150,150,150,150,,VACUUM ON
165,WA13906E,15-Feb-21,NMH,, 295.93 , 159.96 ,8864AF-8866AF,STD,7,30,180,60/60,,,180,180,180,180,180,180,180,180,180,200,200,,VACUUM ON (52-62 PPG)
166,WA5840E,9-Feb-21,TFT,," 2,462.64 ", 240.65 , 87710AF-8777AF ,STD,7,30,150,60/60,,,,120,120,160,160,160,170,170,170,170,170,,VACUUM ON
167,GA3383E,10-Feb-21,EVEREST,, 498.28 , 90.60 ,8823AF-8832AF,STD,5,200,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
168,GA12984E,10-Feb-21,PLEXCO,, 12.37 , 26.51 ,8854AF,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
169,GA8074E,10-Feb-21,ALPHATECH,, 146.46 , 78.46 ,8848AF-8850AF,STD,5,160,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
170,GA12984E,16-Feb-21,PLEXCO(corr),, 12.50 , 23.44 ,9005AF,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
171,GA3383E,15-Feb-21,EVEREST,, 493.87 , 92.31 ,9006AF-9015AF,STD,5,200,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
172,VA4869E,16-Feb-21,EVEREST,, 254.83 , 80.05 ,8958AF-8963AF,STD,5,80,400,40/40,,,140,140,140,150,150,150,150,150,150,140,120,,
173,WA11278E,17-Feb-21,FORTUNE DARUMA,, 266.03 , 66.51 ,8955AF-8957AF,STD,7,6,45,40/40,,,,130,130,140,140,140,140,140,140,140,140,,
174,VA4086E,17-Feb-21,EASTERN,, 486.11 , 57.30 ,8935AF-8944AF,STD,5,100,380,40/40,,,140,140,150,150,150,160,160,160,160,160,160,,VACUUM ON
175,WA6168E-I,17-Feb-21,GILVAN,, 981.83 , 202.44 ,8891AF-8900AF,STD,7,30,150,80/80,,,,130,130,150,160,160,170,170,180,200,200,,VACUUM ON
176,CA8383E,18-Feb-21,GLOBAL COMPAK,, 24.00 , 46.45 ,9019AF,STD,5,150,250,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
177,RA2187E,18-Feb-21,Incon,, 53.81 , 46.12 ,9020AF; 9021AF,STD,5,80,250,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
178,WA2123E,18-Feb-21,KPC,," 4,950.00 ", 264.02 ,8964AF-8996AF,STD,7,60,200,60/60,,,,180,180,200,200,200,200,200,200,220,220,,VACUUM ON
179,BA13497E,18-Feb-21,EVEREST,, 26.91 , 29.36 ,9048AF,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
180,GA5520E,19-Feb-21,H & E,, 196.50 , 58.08 ,9111AF-9114AF,STD,3,10,45,40/40,,,,,,,120,120,140,140,140,140,140,,VACUUM ON
181,GA13527E,19-Feb-21,GREENPACK,, 258.58 , 61.32 ,9089AF-9094AF,STD,3,30,40,40/40,,,,,,,130,130,150,150,150,150,150,,
182,GA6246E,19-Feb-21,H & E,, 52.91 , 46.69 ,9088AF,STD,3,22,36,40/40,,,,,,,180,180,180,180,180,200,180,,
183,BA12731E,19-Feb-21,PHIL-TOP,, 369.04 , 69.20 ,9034AF-9041AF,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
184,WA2123E,19-Feb-21,KPC,," 1,065.00 ", 269.91 ,8997AF-9004AF,STD,7,60,200,60/60,,,,180,180,200,200,200,200,200,200,220,220,,VACUUM ON
185,MA4737E,4-Feb-21,EVEREST,," 1,106.79 ", 31.48 ,8798AF-8812AF,STD,3,4.3,42,40/40,,,,,,,140,140,140,150,150,150,150,,VACUUM ON
186,YA6053E,9-Feb-21,EVEREST,, 995.96 , 62.57 ,8813AF-8822AF,STD,3,30,40,40/40,,,,,,,130,130,150,150,150,150,150,,
187,GA3383E,20-Feb-21,EVEREST(corr),, 493.45 , 63.95 ,9101AF-9110AF,STD,3,15,15,40/40,,,,,,,120,120,110,110,110,110,120,,VACUUM ON
188,GA5520E,19-Feb-21,H & E,, 199.56 , 47.51 ,9125AF-9128AF,STD,3,10,45,40/40,,,,,,,120,120,140,140,140,140,140,,VACUUM ON
189,GA5520E,19-Feb-21,H & E,, 49.65 , 52.26 ,9161AF,STD,3,10,45,40/40,,,,,,,120,120,140,140,140,140,140,,VACUUM ON
190,GA5520E,19-Feb-21,H & E(corr),, 54.65 , 56.53 ,9162AF,STD,3,10,45,40/40,,,,,,,120,120,140,140,140,140,140,,VACUUM ON
191,BA2091E,20-Feb-21,GREENPACK,," 1,238.15 ", 110.38 ,9063AF-9087AF,STD,5,250,400,60/60,,,150,150,160,160,160,170,170,170,170,170,170,,Pelletizer RPM 320
192,WA11278E,20-Feb-21,FORTUNE DARUMA,, 485.05 , 57.63 ,9095AF-9099AF,STD,7,6,45,40/40,,,,130,130,140,140,140,140,140,140,140,140,,
193,WA13000E,20-Feb-21,PREMIER,, 980.51 , 243.10 ,9053AF-9062AF,STD,7,38,160,40/40,,,,170,160,150,150,160,160,170,170,180,200,,
194,WA12282E,21-Feb-21,PACKAGE WORLD,," 1,748.15 ", 66.72 ,9023AF-9026AF; 9100AF,STD,8,22,150,60/60,,,,130,130,140,140,140,140,150,150,150,150,,
195,BA9159E,22-Feb-21,Evergood,, 493.31 , 74.37 ,9115AF-9124AF,STD,5,200,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
196,BA7924E,22-Feb-21,AMAZON,, 392.80 , 58.19 ,9152AF-9160AF,STD,5,100,400,40/40,,,160,160,160,180,180,180,180,180,180,180,180,,
197,GA12984E,22-Feb-21,PLEXCO(corr),, 12.00 , 42.35 ,9129AF,STD,3,30,40,40/40,,,,,,,130,130,150,150,150,150,150,,
198,GA12736E,22-Feb-21,PHIL-TOP,, 251.52 , 67.67 ,9028AF-9033AF,STD,3,30,40,40/40,,,,,,,130,130,150,150,150,150,150,,
199,GA13925E,22-Feb-21,GREENPACK,, 128.35 , 57.04 ,9050AF-9052AF,STD,3,30,40,40/40,,,,,,,130,130,150,150,150,150,150,,
200,VA4086E,27-Feb-21,EASTERN,, 195.15 , 48.99 ,9285AF-9288AF,STD,5,100,380,40/40,,,140,140,150,150,150,160,160,160,160,160,160,,VACUUM ON
201,WA4284E,24-Feb-21,ZELLER,, 54.08 , 28.22 ,9216AF,STD,1,80,400,40/40,,,,180,180,180,180,180,180,180,180,200,180,,
202,WA4284E,24-Feb-21,ZELLER,, 52.47 , 30.57 ,9294AF,STD,1,80,400,40/40,,,,180,180,180,180,180,180,180,180,200,180,,
203,GA5520E,20-Feb-21,H & E,, 49.50 , 57.12 ,9163AF,STD,3,10,45,40/40,,,,,,,120,120,140,140,140,140,140,,VACUUM ON
204,GA5520E,24-Feb-21,H & E(trial),, 50.00 , 50.00 ,9259AF; 9260AF,STD,5,75,400,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
205,GA5520E,24-Feb-21,H & E,, 50.00 , 50.00 ,9249AF-9250AF,STD,5,75,400,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
206,IA12587E,23-Feb-21,EVERGOOD,," 1,003.41 ", 124.91 ,9130AF-9150AF,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
207,RA11649E,24-Feb-21,MILLERS,, 54.12 , 36.49 ,9257AF-9258AF,STD,5,15,300,60/60,,,180,180,180,180,180,180,180,180,180,200,180,,
208,BA6822E,24-Feb-21,Cebu Hi Q,, 253.71 , 97.58 ,9251AF-9256AF,STD,5,200,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,Pelletizer RPM 255
209,WA13183E,2-Feb-21,STAR PLASTIC,, 255.42 , 383.13 ,9297AF-9299AF,STD,7,25,160,40/40,,,,120,120,150,150,150,170,170,170,180,180,,
210,BA9094E,28-Feb-21,ZELLER,, 163.28 , 47.33 ,9349AF-9352AF,STD,5,150,300,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,
211,WA12282E,1-Mar-21,PACKAGE WORLD,," 6,000.00 ", 64.98 ,9300AF-9314AF,STD,8,22,150,60/60,,,,130,130,140,140,140,140,150,150,150,150,,
212,KA9045E,1-Mar-21,EVEREST,," 1,513.11 ", 87.46 ,9354AF-9384AF,STD,3,14,26,40/40,,,,,,,150,150,150,170,170,170,170,,VACUUM ON
213,BA9159E,27-Feb-21,Evergood,, 500.00 , 95.54 ,9328AF-9337AF,STD,5,200,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
214,BA9159E,1-Mar-21,EVEREST,, 987.58 , 92.59 ,9385AF-9404AF,STD,5,200,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
215,VA12992E,22-Jan-21,PLEXCO,, 50.13 , 35.40 ,6251AF,STD,3,30,40,40/40,,,,,,,130,130,150,150,150,150,150,,
216,VA4086E,2-Mar-21,IN-HOUSE,, 173.17 , 49.48 ,9407AF-9410AF,STD,3,20,34,40/40,,,,,,,130,140,140,140,160,160,160,,VACUUM ON
217,GA6607E,27-Feb-21,Zeller,, 53.50 , 84.47 ,9338AF,STD,3,15,25,40/40,,,,,,,180,180,180,180,180,200,180,,
218,MA4737E,26-Feb-21,EVEREST,, 491.88 , 31.65 ,9262AF-9281AF,STD,3,4.3,42,40/40,,,,,,,140,140,140,150,150,150,150,,VACUUM ON
219,CA1578E,24-Feb-21,EVEREST,, 247.33 , 70.67 ,9232AF-9236AF,STD,5,250,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
220,KA13315E,22-Feb-21,PHIL-TOP,, 252.58 , 65.89 ,9042AF-9046AF,STD,3,30,40,40/40,,,,,,,130,130,150,150,150,150,150,,
221,KA5796E,26-Feb-21,INCON(trial),, 22.75 , 41.36 ,9326AF,STD,3,18,40,40/40,,,,,,,180,180,180,180,180,200,180,,
222,WA3827E,3-Mar-21,EASTERN,, 490.65 , 53.04 ,9411AF-9415AF,STD,5,20,380,40/40,,,140,160,160,180,180,180,180,180,180,180,180,,
223,BA11748E,3-Mar-21,ALLIED,, 51.19 , 51.19 ,9426AF,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
224,GA4178E,3-Mar-21,PSP,, 509.15 , 60.49 ,9428AF-9448AF,STD,3,15,22,60/60,,,,,,,130,130,150,150,150,150,150,,
225,GA4352E,27-Feb-21,ZELLER,, 492.46 , 52.11 ,9339AF-9348AF,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,
226,GA4352E,3-Mar-21,ZELLER,, 73.33 , 50.00 ,9423AF; 9424AF,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,
227,KA5796E,3-Mar-21,INCON,, 27.48 , 49.96 ,9427AF,STD,3,18,40,40/40,,,,,,,180,180,180,180,180,200,180,,
228,WA13906E,23-Feb-21,NMH,, 998.04 , 107.82 ,9238AF-9247AF,STD,7,30,180,60/60,,,180,180,180,180,180,180,180,180,180,200,200,,VACUUM ON (52-62 PPG)
229,WA13075E,24-Feb-21,PACKAGE WORLD,, 484.17 , 157.03 ,9221AF-9225AF, STD ,7,25,150,60/60,,,,180,180,160,160,170,170,180,180,190,190,,
230,WA2123E,26-Feb-21,KPC,," 3,904.07 ", 268.63 ,9176AF-9215AF,STD,7,60,200,60/60,,,,180,180,200,200,200,200,200,200,220,220,,VACUUM ON
231,YA5188E,26-Feb-21,Evergood,, 154.04 , 53.73 ,9282AF-9284AF,STD,3,12,40,40/40,,,,,,,130,130,130,130,130,130,140,,VACUUM ON
232,WA1400E,27-Feb-21,ALLIED,, 494.99 , 329.99 ,9289AF-9293AF,STD,7,25,160,60/60,,,,120,120,150,150,150,170,170,170,180,180,,VACUUM ON
233,BA9094E,4-Mar-21,ZELLER(corr),, 160.81 , 50.78 ,9517AF-9520AF,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,
234,GA6607E,4-Mar-21,ZELLER(corr),, 54.31 , 50.91 ,9521AF-9522AF,STD,3,15,25,40/40,,,,,,,180,180,180,180,180,200,180,,
235,YA6053E,4-Mar-21,EVEREST,," 1,263.71 ", 59.38 ,9470AF-9495AF,STD,3,30,40,40/40,,,,,,,130,130,150,150,150,150,150,,
236,DA5176E,4-Mar-21,EVEREST,, 967.64 , 95.18 ,9496AF-9515AF,STD,5,200,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
237,IA7720E,4-Mar-21,PSP,, 513.46 , 52.22 ,9449AF-9469AF,STD,3,40,36,60/60,,,,,,,130,130,150,150,150,150,150,,VACUUM ON
238,WA5870E,23-Feb-21,ISLAND,, 973.72 , 215.58 ,9165AF-9174AF,STD,7,46,160,80/80,,,,120,120,150,170,170,180,180,200,200,200,,VACUUM ON
239,KA5796E,4-Mar-21,INCON,, 22.24 , 35.12 ,9525AF,STD,3,18,40,40/40,,,,,,,180,180,180,180,180,200,180,,
240,WA12282E,4-Mar-21,PACKAGE WORLD,," 4,290.00 ", 65.71 ,9315AF-9325AF,STD,1,22,150,60/60,,,,130,130,140,140,140,140,150,150,150,150,,
241,GA6607E,5-Mar-21,ALPHATECH,, 590.00 , 52.44 ,9537AF-9548AF,STD,5,150,280,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,
242,SA12119E,5-Mar-21,Emson-Arwin,, 28.98 , 45.76 ,9535AF,STD,5,150,250,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
243,VA4086E,6-Mar-21,IN-HOUSE,, 197.23 , 45.41 ,9526AF-9529AF,STD,5,100,380,40/40,,,140,140,150,150,150,160,160,160,160,160,160,,VACUUM ON
244,MA4737E,6-Mar-21,EVEREST,, 522.20 , 26.11 ,9549AF-9569AF,STD,3,4.3,42,40/40,,,,,,,140,140,140,150,150,150,150,,VACUUM ON
245,YA7822E,6-Mar-21,EASTERN,, 202.41 , 64.26 ,9530AF-9534AF,STD,3,22,26,40/40,,,,,,,130,130,150,150,150,150,150,,VACUUM ON
246,BA9550E,6-Mar-21,Zeller,, 100.00 , 35.93 ,9523AF; 9524AF,STD,5,150,300,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,
247,WA1400E,8-Mar-21,In House,, 260.70 , 226.70 ,9578AF-9580AF,STD,7,25,160,60/60,,,,120,120,150,150,150,170,170,170,180,180,,VACUUM ON
248,WA11838E,8-Mar-21,NPPET GLOBAL,, 342.73 , 139.89 ,9582AF-9585AF,STD,7,80,400,40/40,,,,220,220,220,220,220,220,220,220,220,200,,Coil Screw/vacuum on
249,DA5176E,6-Mar-21,EVEREST,, 23.66 , 31.45 ,9586AF-9587AF,STD,3,17,12-8.3,40/40,,,,,,,115,115,115,120,120,115,130,,
250,WA2123E,9-Mar-21,KPC,, 568.90 , 247.35 ,9588AF-9593AF,STD,7,60,200,60/60,,,,180,180,200,200,200,200,200,200,220,220,,VACUUM ON
251,BA13023E,9-Mar-21,GENSTAR,, 474.69 , 50.14 ,9594AF-9603AF,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
252,YA5868E,9-Mar-21,ARC,," 2,423.15 ", 91.73 ,9615AF-9638AF,STD,3,11,40,40/40,,,,,,,120,120,120,110,110,160,160,,VACUUM ON
253,YA5868E,9-Mar-21,ARC(trial),, 200.00 , 100.00 ,9681AF-9682AF,STD,3,11,40,40/40,,,,,,,120,120,120,110,110,160,160,,VACUUM ON
254,WA8512E,10-Mar-21,J&B,, 509.43 , 179.80 ,9692AF-9696AF,STD,7,22,200,40,,,,130,130,140,140,140,150,150,160,160,170,,VACUUM ON
255,WA5860E,10-Mar-21,EVERBRIGHT,, 103.60 , 172.67 ,9742AF,STD,7,35,150,80/80,,,,120,120,160,160,160,170,170,170,180,180,,VACUUM ON
256,WA5840E,10-Mar-21,DGV,, 98.10 , 202.97 , 9737AF ,STD,7,30,150,60/60,,,,120,120,160,160,160,170,170,170,170,170,,VACUUM ON
257,GA13703E,10-Mar-21,PRESTIGE,, 75.00 , 20.83 ,9673AF-9674AF,STD,5,15,300,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,
258,VA13514E,10-Mar-21,PRESTIGE,, 74.25 , 23.76 ,9671AF-9672AF,STD,5,15,300,40/40,,,,180,180,180,180,180,180,180,180,200,180,,
259,RA13698E,10-Mar-21,Prestige,, 75.50 , 51.48 ,9675AF-9676AF, STD ,5,15,300,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,
260,BA13652E,10-Mar-21,PRESTIGE,, 76.36 , 26.48 ,9677AF-9678AF,STD,5,15,300,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,
261,BA12861E,10-Mar-21,AG CANPRINT,, 497.95 , 36.21 ,9604AF-9614AF,STD,5,15,300,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,
262,YA13556E,10-Mar-21,PRESTIGE,, 76.67 , 40.00 ,9669AF-9670AF,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,
263,DA13643E,10-Mar-21,Anilson Pkg.(trial),, 198.60 , 72.66 ,9639AF-9640AF,STD,3,30,40,60/60,,,,,,,130,130,150,150,150,150,150,,
264,DA13643E,10-Mar-21,Anilson Pkg.(trial),, 198.81 , 73.18 ,9641AF-9642AF,STD,3,30,40,60/60,,,,,,,130,130,150,150,150,150,150,,
265,WA2123E,11-Mar-21,KPC,," 5,882.70 ", 248.40 ,9697AF-9736AF,STD,7,60,200,60/60,,,,180,180,200,200,200,200,200,200,220,220,,VACUUM ON
266,SA12119E,11-Mar-21,Emson-Arwin,, 95.91 , 71.93 ,9774AF-9775AF,STD,5,150,250,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
267,GA2595E,2-Dec-22,alcos global,, 196.00 , 49.00 ,4868AI-4875AI, STD ,3,8,28,40/40,,,,,,,225,225,220,220,220,220,220,,VACUUM ON/COIL SCREW/PET : 90-100 PPG
268,GA2595E,11-Mar-21,In House,, 105.89 , 33.44 ,9738AF-9741AF, STD ,5,200,250,40/40,,,220,220,220,220,220,220,220,220,220,220,200,,VACUUM ON/COIL SCREW
269,GA4254E,11-Mar-21,INCON,, 132.30 , 70.88 ,9689AF9691AF,STD,5,150,300,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,VACUUM ON
270,GA13527E,11-Mar-21,GREENPACK,, 256.72 , 78.99 ,9683AF-9688AF,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
271,DA13643E,10-Mar-21,Anilson Pkg.,," 2,598.00 ", 73.88 ,9643AF-9668AF,STD,3,30,40,60/60,,,,,,,130,130,150,150,150,150,150,,
272,YA7345E,11-Mar-21,BENNY,, 300.00 , 56.80 ,9743AF-9749AF,STD,3,10,34,60/60,,,,,,,140,140,160,160,160,160,160,,VACUUM ON
273,KA5796E,12-Mar-21,INCON,, 54.23 , 36.15 ,9847AF,STD,5,80,220,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,
274,VA4086E,11-Mar-21,EASTERN(corr),, 98.92 , 67.45 ,9808AF-9809AF,STD,5,100,380,40/40,,,140,140,150,150,150,160,160,160,160,160,160,,VACUUM ON
275,BA7924E,12-Mar-21,AMAZON,, 404.79 , 42.99 ,9798AF-9806AF,STD,5,100,400,40/40,,,160,160,160,180,180,180,180,180,180,180,180,,
276,MA13910E,12-Mar-21,METRO CONT.,, 519.77 , 50.30 ,9810AF-9830AF,STD,3,30,40,40/40,,,,,,,130,130,150,150,150,150,150,,
277,WA5860E,12-Mar-21,EVERBRIGHT,, 9.56 , 19.12 ,9849AF,STD,1,80,400,60/60,,,,140,140,150,150,150,150,150,150,140,120,,
278,RA7347E,14-Mar-21,BENNY,," 1,178.03 ", 58.17 ,9750AF-9773AF,STD,5,7.5,220,60/60,,,160,160,160,160,160,160,160,170,170,180,180,,VACUUM ON
279,DA13643E,13-Mar-21,Anilson Pkg.(corr),, 398.59 , 68.14 ,9850AF-9853AF,STD,3,30,40,60/60,,,,,,,130,130,150,150,150,150,150,,
280,YA5868E,13-Mar-21,ARC,," 2,221.11 ", 99.45 ,9776AF-9797AF,STD,3,13,26,40/40,,,,,,,130,130,150,110,110,100,140,,VACUUM ON
281,MA7758E,15-Mar-21,CYBERMANN,, 382.44 , 28.16 ,9867AF-9882AF,STD,3,6.6,28,40/40,,,,,,,180,180,180,180,180,200,180,,
282,GA4254E,15-Mar-21,INCON,, 104.27 , 65.85 ,9970AF-9971AF,STD,5,150,300,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,VACUUM ON
283,KA7129E,15-Mar-21,H&E,, 52.80 , 57.60 ,9866AF,STD ,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,
284,KA3144E,15-Mar-21,H & E,, 54.88 , 43.33 ,9864AF-9865AF,STD,3,40,30,40/40,,,,,,,180,180,180,180,180,200,180,,
285,WA1400E,15-Mar-21,In House,," 1,519.33 ", 276.24 ,9854AF-9863AF; 9883AF-9887AF,STD,7,25,160,60/60,,,,120,120,150,150,150,170,170,170,180,180,,VACUUM ON
286,VA4086E,16-Mar-21,EASTERN,, 589.49 , 53.19 ,9982AF-9993AF,STD,3,20,34,40/40,,,,,,,130,140,140,140,160,160,160,,VACUUM ON
287,GA13703E,15-Mar-21,PRESTIGE(corr),, 75.00 , 64.29 ,9888AF; 9889AF,STD,5,15,300,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,
288,GA5575E,17-Mar-21,UNITED ASIA,, 470.90 , 36.69 ,9972AF-9981AF,STD,5,120,380,60/60,,,150,150,160,160,160,170,170,170,170,170,170,,VACUUM ON
289,WA5835E,16-Mar-21,EVERGOOD,," 5,000.00 ", 271.99 ,9890AF-9939AF,STD,7,40,150,60/60,,,,120,120,140,140,140,160,170,180,200,200,,VACUUM ON
290,IA1770E,16-Mar-21,EVERBRIGHT,, 994.62 , 52.81 ,0001AG-0040AG,STD,3,15,32,40/40,,,,,,,130,130,150,150,150,150,150,,VACUUM ON
291,YA13953E,17-Mar-21,AG CANPRINT,, 253.00 , 28.37 ,0095AG-0100AG,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
292,VA4086E,16-Mar-21,EASTERN(corr),, 100.00 , 64.52 ,0149AG-0150AG,STD,3,20,34,40/40,,,,,,,130,140,140,140,160,160,160,,VACUUM ON
293,WA5840E,18-Mar-21,TFT,," 2,397.72 ", 254.18 , 0124AG-0148AG ,STD,7,30,150,60/60,,,,120,120,160,160,160,170,170,170,170,170,,VACUUM ON
294,WA5870E,18-Mar-21,ISLAND,, 976.33 , 222.74 ,0114AG-0123AG,STD,7,46,160,80/80,,,,120,120,150,170,170,180,180,200,200,200,,VACUUM ON
295,WA3827E,18-Mar-21,EASTERN,, 306.06 , 140.18 ,0041AG-0043AG,STD,7,30,180,40/40,,,,140,140,160,180,180,180,190,190,210,210,,VACUUM ON
296,YA5917E,18-Mar-21,EVERGOOD,, 380.00 , 41.91 ,0169AG-0176AG,STD,5,320,400,40/40,,,140,140,140,140,160,160,160,160,170,180,180,,
297,YA5124E,18-Mar-21,EVERGOOD,, 510.14 , 76.52 ,0084AG-0094AG,STD,5,160,400,40/40,,,140,140,140,140,160,160,160,160,170,180,180,,
298,BA4140E,18-Mar-21,EVERBRIGHT,, 994.45 , 53.13 ,0044AG-0083AG,STD,3,30,40,60/60,,,,,,,130,130,150,150,150,150,150,,
299,WA2123E,19-Mar-21,KPC,," 9,538.03 ", 260.60 ,0151AG-0162AG; 0197AG-0250AG,STD,7,60,200,60/60,,,,180,180,200,200,200,200,200,200,220,220,,VACUUM ON
300,YA13837E,19-Mar-21,GENSTAR,, 125.00 , 31.51 ,0186AG-0188AG,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
301,YA13837E,19-Mar-21,GENSTAR,, 43.50 , 31.07 ,0189AG,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
302,BA9094E,19-Mar-21,ZELLER,, 199.69 , 59.91 ,9842AF-9846AF,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,
303,BA13871E,19-Mar-21,PHIL-TOP,, 128.00 , 57.74 ,0177AG-0179AG,STD,3,30,40,40/40,,,,,,,130,130,150,150,150,150,150,,
304,BA2091E,19-Mar-21,GREENPACK,, 613.57 , 72.90 ,0101AG-0113AG,STD,3,20,34,60/60,,,,,,,125,125,120,120,140,160,160,,Pelletizer RPM 1400
305,VA4869E,20-Mar-21,EVEREST,, 257.50 , 72.54 ,0163AG-0168AG,STD,3,22,36,40/40,,,,,,,130,130,150,150,150,150,150,,
306,OA9199E,20-Mar-21,ASY,, 199.00 , 37.31 ,9994AF-9997AF,STD,5,110,400,100/100,,,150,150,160,160,160,170,170,170,170,170,170,,
307,GA11690E,20-Mar-21,EVEREST,, 153.54 , 54.19 ,0190AG-0193AG,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,
308,GA13867E,20-Mar-21,PHIL-TOP,, 124.85 , 49.94 ,0183AG-0185AG,STD,3,30,40,40/40,,,,,,,130,130,150,150,150,150,150,,
309,KA13864E,20-Mar-21,PHIL-TOP,, 121.67 , 52.14 ,0180AG-0182AG,STD,5,20,380,40/40,,,150,150,160,160,160,170,170,170,170,170,170,,
310,WA7997E,22-Mar-21,NICE,," 1,956.20 ", 66.76 ,9572AF-9576AF,STD,8,26,250,60/60,,,140,140,140,150,150,150,150,160,160,160,160,,VACUUM ON
311,WA5835E,22-Mar-21,EVERGOOD,," 2,875.00 ", 251.09 ,9940AF-9969AF,STD,7,40,150,60/60,,,,120,120,140,140,140,160,170,180,200,200,,VACUUM ON
312,WA5835E,22-Mar-21,EVERGOOD,," 7,095.60 ", 249.41 ,0265AG-0336AG,STD,7,40,150,60/60,,,,120,120,140,140,140,160,170,180,200,200,,VACUUM ON
313,GA4352E,22-Mar-21,ZELLER,, 500.77 , 60.46 ,9831AF-9841AF,STD,3,30,40,40/40,,,,,,,180,180,180,180,180,200,180,,
314,WA5840E,24-Mar-21,TFT,, 100.00 , 200.00 , 0337AG ,STD,7,30,150,60/60,,,,120,120,160,160,160,170,170,170,170,170,,VACUUM ON
315,WA5840E,24-Mar-21,AMAZON,, 857.97 , 253.59 , 0380AG-0390AG ,STD,7,30,150,60/60,,,,120,120,160,160,160,170,170,170,170,170,,VACUUM ON
316,WA2123E,30-Mar-21,KPC,," 6,000.00 ", 277.35 ,0423AG-0462AG,STD,7,60,200,60/60,,,,180,180,200,200,200,200,200,200,220,220,,VACUUM ON
317,BA12855E,26-Mar-21,GREENPACK,, 257.52 , 52.38 ,0392AG-0397AG,STD,5,15,300,40/40,,,180,180,180,180,180,180,180,180,180,200,180,,
